"REF_DATE","GEO","DGUID","Gender","Age group","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023","Canada","2016A000011124","Total, all genders","0 to 19 years","Total, by hospitalization status","Number","223","units","0","v1478293807","1.1.2.1","729391","","","","0"
"2023","Canada","2016A000011124","Total, all genders","0 to 19 years","Yes, hospitalized","Number","223","units","0","v1478293808","1.1.2.2","9377","","","","0"
"2023","Canada","2016A000011124","Total, all genders","0 to 19 years","No, hospitalized","Number","223","units","0","v1478293809","1.1.2.3","276862","","","","0"
"2023","Canada","2016A000011124","Total, all genders","0 to 19 years","Not stated, hospitalized","Number","223","units","0","v1478293810","1.1.2.4","443152","","","","0"
"2023","Canada","2016A000011124","Total, all genders","0 to 19 years","Total, by intensive care unit admittance","Number","223","units","0","v1478293811","1.1.2.5","729391","","","","0"
"2023","Canada","2016A000011124","Total, all genders","0 to 19 years","Yes, intensive care unit","Number","223","units","0","v1478293812","1.1.2.6","924","","","","0"
"2023","Canada","2016A000011124","Total, all genders","0 to 19 years","No, intensive care unit","Number","223","units","0","v1478293813","1.1.2.7","285315","","","","0"
"2023","Canada","2016A000011124","Total, all genders","0 to 19 years","Not stated, intensive care unit","Number","223","units","0","v1478293814","1.1.2.8","443152","","","","0"
"2023","Canada","2016A000011124","Total, all genders","0 to 19 years","Total, by death status","Number","223","units","0","v1478293815","1.1.2.9","729391","","","","0"
"2023","Canada","2016A000011124","Total, all genders","0 to 19 years","Yes, deceased","Number","223","units","0","v1478293816","1.1.2.10","0","","","","0"
"2023","Canada","2016A000011124","Total, all genders","0 to 19 years","No, not deceased","Number","223","units","0","v1478293817","1.1.2.11","456662","","","","0"
"2023","Canada","2016A000011124","Total, all genders","0 to 19 years","Not stated, deceased","Number","223","units","0","v1478293818","1.1.2.12","272729","","","","0"
"2023","Canada","2016A000011124","Total, all genders","20 to 29 years","Total, by hospitalization status","Number","223","units","0","v1478293819","1.1.3.1","736661","","","","0"
"2023","Canada","2016A000011124","Total, all genders","20 to 29 years","Yes, hospitalized","Number","223","units","0","v1478293820","1.1.3.2","9457","","","","0"
"2023","Canada","2016A000011124","Total, all genders","20 to 29 years","No, hospitalized","Number","223","units","0","v1478293821","1.1.3.3","256453","","","","0"
"2023","Canada","2016A000011124","Total, all genders","20 to 29 years","Not stated, hospitalized","Number","223","units","0","v1478293822","1.1.3.4","470751","","","","0"
"2023","Canada","2016A000011124","Total, all genders","20 to 29 years","Total, by intensive care unit admittance","Number","223","units","0","v1478293823","1.1.3.5","736661","","","","0"
"2023","Canada","2016A000011124","Total, all genders","20 to 29 years","Yes, intensive care unit","Number","223","units","0","v1478293824","1.1.3.6","936","","","","0"
"2023","Canada","2016A000011124","Total, all genders","20 to 29 years","No, intensive care unit","Number","223","units","0","v1478293825","1.1.3.7","264974","","","","0"
"2023","Canada","2016A000011124","Total, all genders","20 to 29 years","Not stated, intensive care unit","Number","223","units","0","v1478293826","1.1.3.8","470751","","","","0"
"2023","Canada","2016A000011124","Total, all genders","20 to 29 years","Total, by death status","Number","223","units","0","v1478293827","1.1.3.9","736661","","","","0"
"2023","Canada","2016A000011124","Total, all genders","20 to 29 years","Yes, deceased","Number","223","units","0","v1478293828","1.1.3.10","0","","","","0"
"2023","Canada","2016A000011124","Total, all genders","20 to 29 years","No, not deceased","Number","223","units","0","v1478293829","1.1.3.11","477056","","","","0"
"2023","Canada","2016A000011124","Total, all genders","20 to 29 years","Not stated, deceased","Number","223","units","0","v1478293830","1.1.3.12","259605","","","","0"
"2023","Canada","2016A000011124","Total, all genders","30 to 39 years","Total, by hospitalization status","Number","223","units","0","v1478293831","1.1.4.1","709582","","","","0"
"2023","Canada","2016A000011124","Total, all genders","30 to 39 years","Yes, hospitalized","Number","223","units","0","v1478293832","1.1.4.2","14043","","","","0"
"2023","Canada","2016A000011124","Total, all genders","30 to 39 years","No, hospitalized","Number","223","units","0","v1478293833","1.1.4.3","257843","","","","0"
"2023","Canada","2016A000011124","Total, all genders","30 to 39 years","Not stated, hospitalized","Number","223","units","0","v1478293834","1.1.4.4","437696","","","","0"
"2023","Canada","2016A000011124","Total, all genders","30 to 39 years","Total, by intensive care unit admittance","Number","223","units","0","v1478293835","1.1.4.5","709582","","","","0"
"2023","Canada","2016A000011124","Total, all genders","30 to 39 years","Yes, intensive care unit","Number","223","units","0","v1478293836","1.1.4.6","1773","","","","0"
"2023","Canada","2016A000011124","Total, all genders","30 to 39 years","No, intensive care unit","Number","223","units","0","v1478293837","1.1.4.7","270113","","","","0"
"2023","Canada","2016A000011124","Total, all genders","30 to 39 years","Not stated, intensive care unit","Number","223","units","0","v1478293838","1.1.4.8","437696","","","","0"
"2023","Canada","2016A000011124","Total, all genders","30 to 39 years","Total, by death status","Number","223","units","0","v1478293839","1.1.4.9","709582","","","","0"
"2023","Canada","2016A000011124","Total, all genders","30 to 39 years","Yes, deceased","Number","223","units","0","v1478293840","1.1.4.10","0","","","","0"
"2023","Canada","2016A000011124","Total, all genders","30 to 39 years","No, not deceased","Number","223","units","0","v1478293841","1.1.4.11","451144","","","","0"
"2023","Canada","2016A000011124","Total, all genders","30 to 39 years","Not stated, deceased","Number","223","units","0","v1478293842","1.1.4.12","258438","","","","0"
"2023","Canada","2016A000011124","Total, all genders","40 to 49 years","Total, by hospitalization status","Number","223","units","0","v1478293843","1.1.5.1","622386","","","","0"
"2023","Canada","2016A000011124","Total, all genders","40 to 49 years","Yes, hospitalized","Number","223","units","0","v1478293844","1.1.5.2","14759","","","","0"
"2023","Canada","2016A000011124","Total, all genders","40 to 49 years","No, hospitalized","Number","223","units","0","v1478293845","1.1.5.3","211014","","","","0"
"2023","Canada","2016A000011124","Total, all genders","40 to 49 years","Not stated, hospitalized","Number","223","units","0","v1478293846","1.1.5.4","396613","","","","0"
"2023","Canada","2016A000011124","Total, all genders","40 to 49 years","Total, by intensive care unit admittance","Number","223","units","0","v1478293847","1.1.5.5","622386","","","","0"
"2023","Canada","2016A000011124","Total, all genders","40 to 49 years","Yes, intensive care unit","Number","223","units","0","v1478293848","1.1.5.6","2821","","","","0"
"2023","Canada","2016A000011124","Total, all genders","40 to 49 years","No, intensive care unit","Number","223","units","0","v1478293849","1.1.5.7","222952","","","","0"
"2023","Canada","2016A000011124","Total, all genders","40 to 49 years","Not stated, intensive care unit","Number","223","units","0","v1478293850","1.1.5.8","396613","","","","0"
"2023","Canada","2016A000011124","Total, all genders","40 to 49 years","Total, by death status","Number","223","units","0","v1478293851","1.1.5.9","622386","","","","0"
"2023","Canada","2016A000011124","Total, all genders","40 to 49 years","Yes, deceased","Number","223","units","0","v1478293852","1.1.5.10","0","","","","0"
"2023","Canada","2016A000011124","Total, all genders","40 to 49 years","No, not deceased","Number","223","units","0","v1478293853","1.1.5.11","385152","","","","0"
"2023","Canada","2016A000011124","Total, all genders","40 to 49 years","Not stated, deceased","Number","223","units","0","v1478293854","1.1.5.12","237234","","","","0"
"2023","Canada","2016A000011124","Total, all genders","50 to 59 years","Total, by hospitalization status","Number","223","units","0","v1478293855","1.1.6.1","538158","","","","0"
"2023","Canada","2016A000011124","Total, all genders","50 to 59 years","Yes, hospitalized","Number","223","units","0","v1478293856","1.1.6.2","24542","","","","0"
"2023","Canada","2016A000011124","Total, all genders","50 to 59 years","No, hospitalized","Number","223","units","0","v1478293857","1.1.6.3","165160","","","","0"
"2023","Canada","2016A000011124","Total, all genders","50 to 59 years","Not stated, hospitalized","Number","223","units","0","v1478293858","1.1.6.4","348456","","","","0"
"2023","Canada","2016A000011124","Total, all genders","50 to 59 years","Total, by intensive care unit admittance","Number","223","units","0","v1478293859","1.1.6.5","538158","","","","0"
"2023","Canada","2016A000011124","Total, all genders","50 to 59 years","Yes, intensive care unit","Number","223","units","0","v1478293860","1.1.6.6","5903","","","","0"
"2023","Canada","2016A000011124","Total, all genders","50 to 59 years","No, intensive care unit","Number","223","units","0","v1478293861","1.1.6.7","183799","","","","0"
"2023","Canada","2016A000011124","Total, all genders","50 to 59 years","Not stated, intensive care unit","Number","223","units","0","v1478293862","1.1.6.8","348456","","","","0"
"2023","Canada","2016A000011124","Total, all genders","50 to 59 years","Total, by death status","Number","223","units","0","v1478293863","1.1.6.9","538158","","","","0"
"2023","Canada","2016A000011124","Total, all genders","50 to 59 years","Yes, deceased","Number","223","units","0","v1478293864","1.1.6.10","1813","","","","0"
"2023","Canada","2016A000011124","Total, all genders","50 to 59 years","No, not deceased","Number","223","units","0","v1478293865","1.1.6.11","338498","","","","0"
"2023","Canada","2016A000011124","Total, all genders","50 to 59 years","Not stated, deceased","Number","223","units","0","v1478293866","1.1.6.12","197847","","","","0"
"2023","Canada","2016A000011124","Total, all genders","60 to 69 years","Total, by hospitalization status","Number","223","units","0","v1478293867","1.1.7.1","354030","","","","0"
"2023","Canada","2016A000011124","Total, all genders","60 to 69 years","Yes, hospitalized","Number","223","units","0","v1478293868","1.1.7.2","37222","","","","0"
"2023","Canada","2016A000011124","Total, all genders","60 to 69 years","No, hospitalized","Number","223","units","0","v1478293869","1.1.7.3","105068","","","","0"
"2023","Canada","2016A000011124","Total, all genders","60 to 69 years","Not stated, hospitalized","Number","223","units","0","v1478293870","1.1.7.4","211740","","","","0"
"2023","Canada","2016A000011124","Total, all genders","60 to 69 years","Total, by intensive care unit admittance","Number","223","units","0","v1478293871","1.1.7.5","354030","","","","0"
"2023","Canada","2016A000011124","Total, all genders","60 to 69 years","Yes, intensive care unit","Number","223","units","0","v1478293872","1.1.7.6","8622","","","","0"
"2023","Canada","2016A000011124","Total, all genders","60 to 69 years","No, intensive care unit","Number","223","units","0","v1478293873","1.1.7.7","133668","","","","0"
"2023","Canada","2016A000011124","Total, all genders","60 to 69 years","Not stated, intensive care unit","Number","223","units","0","v1478293874","1.1.7.8","211740","","","","0"
"2023","Canada","2016A000011124","Total, all genders","60 to 69 years","Total, by death status","Number","223","units","0","v1478293875","1.1.7.9","354030","","","","0"
"2023","Canada","2016A000011124","Total, all genders","60 to 69 years","Yes, deceased","Number","223","units","0","v1478293876","1.1.7.10","4326","","","","0"
"2023","Canada","2016A000011124","Total, all genders","60 to 69 years","No, not deceased","Number","223","units","0","v1478293877","1.1.7.11","220278","","","","0"
"2023","Canada","2016A000011124","Total, all genders","60 to 69 years","Not stated, deceased","Number","223","units","0","v1478293878","1.1.7.12","129426","","","","0"
"2023","Canada","2016A000011124","Total, all genders","70 to 79 years","Total, by hospitalization status","Number","223","units","0","v1478293879","1.1.8.1","241152","","","","0"
"2023","Canada","2016A000011124","Total, all genders","70 to 79 years","Yes, hospitalized","Number","223","units","0","v1478293880","1.1.8.2","50157","","","","0"
"2023","Canada","2016A000011124","Total, all genders","70 to 79 years","No, hospitalized","Number","223","units","0","v1478293881","1.1.8.3","57862","","","","0"
"2023","Canada","2016A000011124","Total, all genders","70 to 79 years","Not stated, hospitalized","Number","223","units","0","v1478293882","1.1.8.4","133133","","","","0"
"2023","Canada","2016A000011124","Total, all genders","70 to 79 years","Total, by intensive care unit admittance","Number","223","units","0","v1478293883","1.1.8.5","241152","","","","0"
"2023","Canada","2016A000011124","Total, all genders","70 to 79 years","Yes, intensive care unit","Number","223","units","0","v1478293884","1.1.8.6","8231","","","","0"
"2023","Canada","2016A000011124","Total, all genders","70 to 79 years","No, intensive care unit","Number","223","units","0","v1478293885","1.1.8.7","99788","","","","0"
"2023","Canada","2016A000011124","Total, all genders","70 to 79 years","Not stated, intensive care unit","Number","223","units","0","v1478293886","1.1.8.8","133133","","","","0"
"2023","Canada","2016A000011124","Total, all genders","70 to 79 years","Total, by death status","Number","223","units","0","v1478293887","1.1.8.9","241152","","","","0"
"2023","Canada","2016A000011124","Total, all genders","70 to 79 years","Yes, deceased","Number","223","units","0","v1478293888","1.1.8.10","7948","","","","0"
"2023","Canada","2016A000011124","Total, all genders","70 to 79 years","No, not deceased","Number","223","units","0","v1478293889","1.1.8.11","138006","","","","0"
"2023","Canada","2016A000011124","Total, all genders","70 to 79 years","Not stated, deceased","Number","223","units","0","v1478293890","1.1.8.12","95198","","","","0"
"2023","Canada","2016A000011124","Total, all genders","80 years and over","Total, by hospitalization status","Number","223","units","0","v1478293891","1.1.9.1","323551","","","","0"
"2023","Canada","2016A000011124","Total, all genders","80 years and over","Yes, hospitalized","Number","223","units","0","v1478293892","1.1.9.2","74437","","","","0"
"2023","Canada","2016A000011124","Total, all genders","80 years and over","No, hospitalized","Number","223","units","0","v1478293893","1.1.9.3","77348","","","","0"
"2023","Canada","2016A000011124","Total, all genders","80 years and over","Not stated, hospitalized","Number","223","units","0","v1478293894","1.1.9.4","171766","","","","0"
"2023","Canada","2016A000011124","Total, all genders","80 years and over","Total, by intensive care unit admittance","Number","223","units","0","v1478293895","1.1.9.5","323551","","","","0"
"2023","Canada","2016A000011124","Total, all genders","80 years and over","Yes, intensive care unit","Number","223","units","0","v1478293896","1.1.9.6","4559","","","","0"
"2023","Canada","2016A000011124","Total, all genders","80 years and over","No, intensive care unit","Number","223","units","0","v1478293897","1.1.9.7","147226","","","","0"
"2023","Canada","2016A000011124","Total, all genders","80 years and over","Not stated, intensive care unit","Number","223","units","0","v1478293898","1.1.9.8","171766","","","","0"
"2023","Canada","2016A000011124","Total, all genders","80 years and over","Total, by death status","Number","223","units","0","v1478293899","1.1.9.9","323551","","","","0"
"2023","Canada","2016A000011124","Total, all genders","80 years and over","Yes, deceased","Number","223","units","0","v1478293900","1.1.9.10","20728","","","","0"
"2023","Canada","2016A000011124","Total, all genders","80 years and over","No, not deceased","Number","223","units","0","v1478293901","1.1.9.11","179041","","","","0"
"2023","Canada","2016A000011124","Total, all genders","80 years and over","Not stated, deceased","Number","223","units","0","v1478293902","1.1.9.12","123782","","","","0"
"2023","Canada","2016A000011124","Total, all genders","Not stated, age group","Total, by hospitalization status","Number","223","units","0","v1478293903","1.1.10.1","2753","","","","0"
"2023","Canada","2016A000011124","Total, all genders","Not stated, age group","Yes, hospitalized","Number","223","units","0","v1478293904","1.1.10.2","1047","","","","0"
"2023","Canada","2016A000011124","Total, all genders","Not stated, age group","No, hospitalized","Number","223","units","0","v1478293905","1.1.10.3","605","","","","0"
"2023","Canada","2016A000011124","Total, all genders","Not stated, age group","Not stated, hospitalized","Number","223","units","0","v1478293906","1.1.10.4","1101","","","","0"
"2023","Canada","2016A000011124","Total, all genders","Not stated, age group","Total, by intensive care unit admittance","Number","223","units","0","v1478293907","1.1.10.5","2753","","","","0"
"2023","Canada","2016A000011124","Total, all genders","Not stated, age group","Yes, intensive care unit","Number","223","units","0","v1478293908","1.1.10.6","684","","","","0"
"2023","Canada","2016A000011124","Total, all genders","Not stated, age group","No, intensive care unit","Number","223","units","0","v1478293909","1.1.10.7","968","","","","0"
"2023","Canada","2016A000011124","Total, all genders","Not stated, age group","Not stated, intensive care unit","Number","223","units","0","v1478293910","1.1.10.8","1101","","","","0"
"2023","Canada","2016A000011124","Total, all genders","Not stated, age group","Total, by death status","Number","223","units","0","v1478293911","1.1.10.9","2753","","","","0"
"2023","Canada","2016A000011124","Total, all genders","Not stated, age group","Yes, deceased","Number","223","units","0","v1478293912","1.1.10.10","1362","","","","0"
"2023","Canada","2016A000011124","Total, all genders","Not stated, age group","No, not deceased","Number","223","units","0","v1478293913","1.1.10.11","916","","","","0"
"2023","Canada","2016A000011124","Total, all genders","Not stated, age group","Not stated, deceased","Number","223","units","0","v1478293914","1.1.10.12","475","","","","0"
"2023","Canada","2016A000011124","Male","Total, all age groups","Total, by hospitalization status","Number","223","units","0","v1478293915","1.2.1.1","1915582","","","","0"
"2023","Canada","2016A000011124","Male","Total, all age groups","Yes, hospitalized","Number","223","units","0","v1478293916","1.2.1.2","123406","","","","0"
"2023","Canada","2016A000011124","Male","Total, all age groups","No, hospitalized","Number","223","units","0","v1478293917","1.2.1.3","659609","","","","0"
"2023","Canada","2016A000011124","Male","Total, all age groups","Not stated, hospitalized","Number","223","units","0","v1478293918","1.2.1.4","1132567","","","","0"
"2023","Canada","2016A000011124","Male","Total, all age groups","Total, by intensive care unit admittance","Number","223","units","0","v1478293919","1.2.1.5","1915582","","","","0"
"2023","Canada","2016A000011124","Male","Total, all age groups","Yes, intensive care unit","Number","223","units","0","v1478293920","1.2.1.6","21158","","","","0"
"2023","Canada","2016A000011124","Male","Total, all age groups","No, intensive care unit","Number","223","units","0","v1478293921","1.2.1.7","761857","","","","0"
"2023","Canada","2016A000011124","Male","Total, all age groups","Not stated, intensive care unit","Number","223","units","0","v1478293922","1.2.1.8","1132567","","","","0"
"2023","Canada","2016A000011124","Male","Total, all age groups","Total, by death status","Number","223","units","0","v1478293923","1.2.1.9","1915582","","","","0"
"2023","Canada","2016A000011124","Male","Total, all age groups","Yes, deceased","Number","223","units","0","v1478293924","1.2.1.10","19627","","","","0"
"2023","Canada","2016A000011124","Male","Total, all age groups","No, not deceased","Number","223","units","0","v1478293925","1.2.1.11","1195003","","","","0"
"2023","Canada","2016A000011124","Male","Total, all age groups","Not stated, deceased","Number","223","units","0","v1478293926","1.2.1.12","700952","","","","0"
"2023","Canada","2016A000011124","Male","0 to 19 years","Total, by hospitalization status","Number","223","units","0","v1478293927","1.2.2.1","366189","","","","0"
"2023","Canada","2016A000011124","Male","0 to 19 years","Yes, hospitalized","Number","223","units","0","v1478293928","1.2.2.2","4894","","","","0"
"2023","Canada","2016A000011124","Male","0 to 19 years","No, hospitalized","Number","223","units","0","v1478293929","1.2.2.3","141274","","","","0"
"2023","Canada","2016A000011124","Male","0 to 19 years","Not stated, hospitalized","Number","223","units","0","v1478293930","1.2.2.4","220021","","","","0"
"2023","Canada","2016A000011124","Male","0 to 19 years","Total, by intensive care unit admittance","Number","223","units","0","v1478293931","1.2.2.5","366189","","","","0"
"2023","Canada","2016A000011124","Male","0 to 19 years","Yes, intensive care unit","Number","223","units","0","v1478293932","1.2.2.6","517","","","","0"
"2023","Canada","2016A000011124","Male","0 to 19 years","No, intensive care unit","Number","223","units","0","v1478293933","1.2.2.7","145651","","","","0"
"2023","Canada","2016A000011124","Male","0 to 19 years","Not stated, intensive care unit","Number","223","units","0","v1478293934","1.2.2.8","220021","","","","0"
"2023","Canada","2016A000011124","Male","0 to 19 years","Total, by death status","Number","223","units","0","v1478293935","1.2.2.9","366189","","","","0"
"2023","Canada","2016A000011124","Male","0 to 19 years","Yes, deceased","Number","223","units","0","v1478293936","1.2.2.10","0","","","","0"
"2023","Canada","2016A000011124","Male","0 to 19 years","No, not deceased","Number","223","units","0","v1478293937","1.2.2.11","229638","","","","0"
"2023","Canada","2016A000011124","Male","0 to 19 years","Not stated, deceased","Number","223","units","0","v1478293938","1.2.2.12","136551","","","","0"
"2023","Canada","2016A000011124","Male","20 to 29 years","Total, by hospitalization status","Number","223","units","0","v1478293939","1.2.3.1","323100","","","","0"
"2023","Canada","2016A000011124","Male","20 to 29 years","Yes, hospitalized","Number","223","units","0","v1478293940","1.2.3.2","3354","","","","0"
"2023","Canada","2016A000011124","Male","20 to 29 years","No, hospitalized","Number","223","units","0","v1478293941","1.2.3.3","120152","","","","0"
"2023","Canada","2016A000011124","Male","20 to 29 years","Not stated, hospitalized","Number","223","units","0","v1478293942","1.2.3.4","199594","","","","0"
"2023","Canada","2016A000011124","Male","20 to 29 years","Total, by intensive care unit admittance","Number","223","units","0","v1478293943","1.2.3.5","323100","","","","0"
"2023","Canada","2016A000011124","Male","20 to 29 years","Yes, intensive care unit","Number","223","units","0","v1478293944","1.2.3.6","497","","","","0"
"2023","Canada","2016A000011124","Male","20 to 29 years","No, intensive care unit","Number","223","units","0","v1478293945","1.2.3.7","123009","","","","0"
"2023","Canada","2016A000011124","Male","20 to 29 years","Not stated, intensive care unit","Number","223","units","0","v1478293946","1.2.3.8","199594","","","","0"
"2023","Canada","2016A000011124","Male","20 to 29 years","Total, by death status","Number","223","units","0","v1478293947","1.2.3.9","323100","","","","0"
"2023","Canada","2016A000011124","Male","20 to 29 years","Yes, deceased","Number","223","units","0","v1478293948","1.2.3.10","0","","","","0"
"2023","Canada","2016A000011124","Male","20 to 29 years","No, not deceased","Number","223","units","0","v1478293949","1.2.3.11","212188","","","","0"
"2023","Canada","2016A000011124","Male","20 to 29 years","Not stated, deceased","Number","223","units","0","v1478293950","1.2.3.12","110912","","","","0"
"2023","Canada","2016A000011124","Male","30 to 39 years","Total, by hospitalization status","Number","223","units","0","v1478293951","1.2.4.1","303592","","","","0"
"2023","Canada","2016A000011124","Male","30 to 39 years","Yes, hospitalized","Number","223","units","0","v1478293952","1.2.4.2","5515","","","","0"
"2023","Canada","2016A000011124","Male","30 to 39 years","No, hospitalized","Number","223","units","0","v1478293953","1.2.4.3","118550","","","","0"
"2023","Canada","2016A000011124","Male","30 to 39 years","Not stated, hospitalized","Number","223","units","0","v1478293954","1.2.4.4","179527","","","","0"
"2023","Canada","2016A000011124","Male","30 to 39 years","Total, by intensive care unit admittance","Number","223","units","0","v1478293955","1.2.4.5","303592","","","","0"
"2023","Canada","2016A000011124","Male","30 to 39 years","Yes, intensive care unit","Number","223","units","0","v1478293956","1.2.4.6","1019","","","","0"
"2023","Canada","2016A000011124","Male","30 to 39 years","No, intensive care unit","Number","223","units","0","v1478293957","1.2.4.7","123046","","","","0"
"2023","Canada","2016A000011124","Male","30 to 39 years","Not stated, intensive care unit","Number","223","units","0","v1478293958","1.2.4.8","179527","","","","0"
"2023","Canada","2016A000011124","Male","30 to 39 years","Total, by death status","Number","223","units","0","v1478293959","1.2.4.9","303592","","","","0"
"2023","Canada","2016A000011124","Male","30 to 39 years","Yes, deceased","Number","223","units","0","v1478293960","1.2.4.10","0","","","","0"
"2023","Canada","2016A000011124","Male","30 to 39 years","No, not deceased","Number","223","units","0","v1478293961","1.2.4.11","196669","","","","0"
"2023","Canada","2016A000011124","Male","30 to 39 years","Not stated, deceased","Number","223","units","0","v1478293962","1.2.4.12","106923","","","","0"
"2023","Canada","2016A000011124","Male","40 to 49 years","Total, by hospitalization status","Number","223","units","0","v1478293963","1.2.5.1","262538","","","","0"
"2023","Canada","2016A000011124","Male","40 to 49 years","Yes, hospitalized","Number","223","units","0","v1478293964","1.2.5.2","8133","","","","0"
"2023","Canada","2016A000011124","Male","40 to 49 years","No, hospitalized","Number","223","units","0","v1478293965","1.2.5.3","95594","","","","0"
"2023","Canada","2016A000011124","Male","40 to 49 years","Not stated, hospitalized","Number","223","units","0","v1478293966","1.2.5.4","158811","","","","0"
"2023","Canada","2016A000011124","Male","40 to 49 years","Total, by intensive care unit admittance","Number","223","units","0","v1478293967","1.2.5.5","262538","","","","0"
"2023","Canada","2016A000011124","Male","40 to 49 years","Yes, intensive care unit","Number","223","units","0","v1478293968","1.2.5.6","1719","","","","0"
"2023","Canada","2016A000011124","Male","40 to 49 years","No, intensive care unit","Number","223","units","0","v1478293969","1.2.5.7","102008","","","","0"
"2023","Canada","2016A000011124","Male","40 to 49 years","Not stated, intensive care unit","Number","223","units","0","v1478293970","1.2.5.8","158811","","","","0"
"2023","Canada","2016A000011124","Male","40 to 49 years","Total, by death status","Number","223","units","0","v1478293971","1.2.5.9","262538","","","","0"
"2023","Canada","2016A000011124","Male","40 to 49 years","Yes, deceased","Number","223","units","0","v1478293972","1.2.5.10","0","","","","0"
"2023","Canada","2016A000011124","Male","40 to 49 years","No, not deceased","Number","223","units","0","v1478293973","1.2.5.11","164311","","","","0"
"2023","Canada","2016A000011124","Male","40 to 49 years","Not stated, deceased","Number","223","units","0","v1478293974","1.2.5.12","98227","","","","0"
"2023","Canada","2016A000011124","Male","50 to 59 years","Total, by hospitalization status","Number","223","units","0","v1478293975","1.2.6.1","239011","","","","0"
"2023","Canada","2016A000011124","Male","50 to 59 years","Yes, hospitalized","Number","223","units","0","v1478293976","1.2.6.2","14368","","","","0"
"2023","Canada","2016A000011124","Male","50 to 59 years","No, hospitalized","Number","223","units","0","v1478293977","1.2.6.3","76888","","","","0"
"2023","Canada","2016A000011124","Male","50 to 59 years","Not stated, hospitalized","Number","223","units","0","v1478293978","1.2.6.4","147755","","","","0"
"2023","Canada","2016A000011124","Male","50 to 59 years","Total, by intensive care unit admittance","Number","223","units","0","v1478293979","1.2.6.5","239011","","","","0"
"2023","Canada","2016A000011124","Male","50 to 59 years","Yes, intensive care unit","Number","223","units","0","v1478293980","1.2.6.6","3794","","","","0"
"2023","Canada","2016A000011124","Male","50 to 59 years","No, intensive care unit","Number","223","units","0","v1478293981","1.2.6.7","87462","","","","0"
"2023","Canada","2016A000011124","Male","50 to 59 years","Not stated, intensive care unit","Number","223","units","0","v1478293982","1.2.6.8","147755","","","","0"
"2023","Canada","2016A000011124","Male","50 to 59 years","Total, by death status","Number","223","units","0","v1478293983","1.2.6.9","239011","","","","0"
"2023","Canada","2016A000011124","Male","50 to 59 years","Yes, deceased","Number","223","units","0","v1478293984","1.2.6.10","1106","","","","0"
"2023","Canada","2016A000011124","Male","50 to 59 years","No, not deceased","Number","223","units","0","v1478293985","1.2.6.11","150127","","","","0"
"2023","Canada","2016A000011124","Male","50 to 59 years","Not stated, deceased","Number","223","units","0","v1478293986","1.2.6.12","87778","","","","0"
"2023","Canada","2016A000011124","Male","60 to 69 years","Total, by hospitalization status","Number","223","units","0","v1478293987","1.2.7.1","172926","","","","0"
"2023","Canada","2016A000011124","Male","60 to 69 years","Yes, hospitalized","Number","223","units","0","v1478293988","1.2.7.2","21491","","","","0"
"2023","Canada","2016A000011124","Male","60 to 69 years","No, hospitalized","Number","223","units","0","v1478293989","1.2.7.3","51607","","","","0"
"2023","Canada","2016A000011124","Male","60 to 69 years","Not stated, hospitalized","Number","223","units","0","v1478293990","1.2.7.4","99828","","","","0"
